# 2017/03/04 - 16:39
PDB,CHAIN,ACCESSION,EC_NUMBER
5l2q,C,Q8N2I9,2.7.11.1
5l2q,D,Q8N2I9,2.7.11.1
5l2r,A, ,4.2.1.2
5l2r,B, ,4.2.1.2
5l2s,A,Q00534,2.7.11.22
5l2t,A,Q00534,2.7.11.22
5l2w,A,P24941,2.7.11.22
5l2x,A, ,2.7.7.-
5l2x,B, ,2.7.7.-
5l2y,H,P08709,3.4.21.21
5l2y,L,P08709,3.4.21.21
5l2z,H,P08709,3.4.21.21
5l2z,L,P08709,3.4.21.21
5l30,H,P08709,3.4.21.21
5l30,L,P08709,3.4.21.21
5l3a,A,O60674,2.7.10.2
5l3b,A, ,1.-.-.-
5l3c,A, ,1.-.-.-
5l3d,A, ,1.-.-.-
5l3e,A, ,1.-.-.-
5l3f,A, ,1.-.-.-
5l3g,A, ,1.-.-.-
5l3h,A,P00698,3.2.1.17
5l3i,A,P00698,3.2.1.17
5l3j,A,P0AES6,5.99.1.3
5l3o,A,P00918,4.2.1.1
5l3o,B,P00918,4.2.1.1
5l3p,z,P0AG20,2.7.6.5
5l3u,E,P00800,3.4.24.27
5l41,E,P00800,3.4.24.27
5l46,A,Q9UI17,1.5.8.4
5l46,B,Q9UI17,1.5.8.4
5l4g,1,P20618,3.4.25.1
5l4g,2,P49721,3.4.25.1
5l4g,3,P49720,3.4.25.1
5l4g,4,P28070,3.4.25.1
5l4g,5,P28074,3.4.25.1
5l4g,6,P28072,3.4.25.1
5l4g,7,Q99436,3.4.25.1
5l4g,8,Q99436,3.4.25.1
5l4g,A,P60900,3.4.25.1
5l4g,B,P25787,3.4.25.1
5l4g,C,P25789,3.4.25.1
5l4g,D,O14818,3.4.25.1
5l4g,E,P28066,3.4.25.1
5l4g,F,P25786,3.4.25.1
5l4g,G,P25788,3.4.25.1
5l4g,N,P60900,3.4.25.1
5l4g,O,P25787,3.4.25.1
5l4g,P,P25789,3.4.25.1
5l4g,Q,O14818,3.4.25.1
5l4g,R,P28066,3.4.25.1
5l4g,S,P25786,3.4.25.1
5l4g,T,P25788,3.4.25.1
5l4g,U,P20618,3.4.25.1
5l4g,V,P49721,3.4.25.1
5l4g,W,P49720,3.4.25.1
5l4g,X,P28070,3.4.25.1
5l4g,Y,P28074,3.4.25.1
5l4g,Z,P28072,3.4.25.1
5l4k,V, ,3.4.19.-
5l4q,A,Q2M2I8,2.7.11.1
5l4q,B,Q2M2I8,2.7.11.1
5l4s,A,Q6WAU1,1.3.1.82
5l4z,A,P49902,3.1.3.5
5l50,A,P49902,3.1.3.5
5l51,A, ,1.1.1.208
5l52,A,P23639,3.4.25.1
5l52,B,P23638,3.4.25.1
5l52,C,P40303,3.4.25.1
5l52,D,P32379,3.4.25.1
5l52,E,P40302,3.4.25.1
5l52,F,P21242,3.4.25.1
5l52,G,P21243,3.4.25.1
5l52,H,P25043,3.4.25.1
5l52,I,P25451,3.4.25.1
5l52,J,P22141,3.4.25.1
5l52,K,P30656,3.4.25.1
5l52,L,P23724,3.4.25.1
5l52,M,P30657,3.4.25.1
5l52,N,P38624,3.4.25.1
5l52,O,P23639,3.4.25.1
5l52,P,P23638,3.4.25.1
5l52,Q,P40303,3.4.25.1
5l52,R,P32379,3.4.25.1
5l52,S,P40302,3.4.25.1
5l52,T,P21242,3.4.25.1
5l52,U,P21243,3.4.25.1
5l52,V,P25043,3.4.25.1
5l52,W,P25451,3.4.25.1
5l52,X,P22141,3.4.25.1
5l52,Y,P30656,3.4.25.1
5l52,Z,P23724,3.4.25.1
5l52,a,P30657,3.4.25.1
5l52,b,P38624,3.4.25.1
5l53,A, ,1.1.1.208
5l54,A,P23639,3.4.25.1
5l54,B,P23638,3.4.25.1
5l54,C,P40303,3.4.25.1
5l54,D,P32379,3.4.25.1
5l54,E,P40302,3.4.25.1
5l54,F,P21242,3.4.25.1
5l54,G,P21243,3.4.25.1
5l54,H,P25043,3.4.25.1
5l54,I,P25451,3.4.25.1
5l54,J,P22141,3.4.25.1
5l54,K,P30656,3.4.25.1
5l54,L,P23724,3.4.25.1
5l54,M,P30657,3.4.25.1
5l54,N,P38624,3.4.25.1
5l54,O,P23639,3.4.25.1
5l54,P,P23638,3.4.25.1
5l54,Q,P40303,3.4.25.1
5l54,R,P32379,3.4.25.1
5l54,S,P40302,3.4.25.1
5l54,T,P21242,3.4.25.1
5l54,U,P21243,3.4.25.1
5l54,V,P25043,3.4.25.1
5l54,W,P25451,3.4.25.1
5l54,X,P22141,3.4.25.1
5l54,Y,P30656,3.4.25.1
5l54,Z,P23724,3.4.25.1
5l54,a,P30657,3.4.25.1
5l54,b,P38624,3.4.25.1
5l55,A,P23639,3.4.25.1
5l55,B,P23638,3.4.25.1
5l55,C,P40303,3.4.25.1
5l55,D,P32379,3.4.25.1
5l55,E,P40302,3.4.25.1
5l55,F,P21242,3.4.25.1
5l55,G,P21243,3.4.25.1
5l55,H,P25043,3.4.25.1
5l55,I,P25451,3.4.25.1
5l55,J,P22141,3.4.25.1
5l55,K,P30656,3.4.25.1
5l55,L,P23724,3.4.25.1
5l55,M,P30657,3.4.25.1
5l55,N,P38624,3.4.25.1
5l55,O,P23639,3.4.25.1
5l55,P,P23638,3.4.25.1
5l55,Q,P40303,3.4.25.1
5l55,R,P32379,3.4.25.1
5l55,S,P40302,3.4.25.1
5l55,T,P21242,3.4.25.1
5l55,U,P21243,3.4.25.1
5l55,V,P25043,3.4.25.1
5l55,W,P25451,3.4.25.1
5l55,X,P22141,3.4.25.1
5l55,Y,P30656,3.4.25.1
5l55,Z,P23724,3.4.25.1
5l55,a,P30657,3.4.25.1
5l55,b,P38624,3.4.25.1
5l57,A,O75874,1.1.1.42
5l58,A,O75874,1.1.1.42
5l5a,A,P23639,3.4.25.1
5l5a,B,P23638,3.4.25.1
5l5a,C,P40303,3.4.25.1
5l5a,D,P32379,3.4.25.1
5l5a,E,P40302,3.4.25.1
5l5a,F,P21242,3.4.25.1
5l5a,G,P21243,3.4.25.1
5l5a,H,P25043,3.4.25.1
5l5a,I,P25451,3.4.25.1
5l5a,J,P22141,3.4.25.1
5l5a,K,P28062,3.4.25.1
5l5a,K,P30656,3.4.25.1
5l5a,L,P23724,3.4.25.1
5l5a,M,P30657,3.4.25.1
5l5a,N,P38624,3.4.25.1
5l5a,O,P23639,3.4.25.1
5l5a,P,P23638,3.4.25.1
5l5a,Q,P40303,3.4.25.1
5l5a,R,P32379,3.4.25.1
5l5a,S,P40302,3.4.25.1
5l5a,T,P21242,3.4.25.1
5l5a,U,P21243,3.4.25.1
5l5a,V,P25043,3.4.25.1
5l5a,W,P25451,3.4.25.1
5l5a,X,P22141,3.4.25.1
5l5a,Y,P28062,3.4.25.1
5l5a,Y,P30656,3.4.25.1
5l5a,Z,P23724,3.4.25.1
5l5a,a,P30657,3.4.25.1
5l5a,b,P38624,3.4.25.1
5l5b,A,P23639,3.4.25.1
5l5b,B,P23638,3.4.25.1
5l5b,C,P40303,3.4.25.1
5l5b,D,P32379,3.4.25.1
5l5b,E,P40302,3.4.25.1
5l5b,F,P21242,3.4.25.1
5l5b,G,P21243,3.4.25.1
5l5b,H,P25043,3.4.25.1
5l5b,I,P25451,3.4.25.1
5l5b,J,P22141,3.4.25.1
5l5b,K,P28062,3.4.25.1
5l5b,K,P30656,3.4.25.1
5l5b,L,P20618,3.4.25.1
5l5b,L,P23724,3.4.25.1
5l5b,M,P30657,3.4.25.1
5l5b,N,P38624,3.4.25.1
5l5b,O,P23639,3.4.25.1
5l5b,P,P23638,3.4.25.1
5l5b,Q,P40303,3.4.25.1
5l5b,R,P32379,3.4.25.1
5l5b,S,P40302,3.4.25.1
5l5b,T,P21242,3.4.25.1
5l5b,U,P21243,3.4.25.1
5l5b,V,P25043,3.4.25.1
5l5b,W,P25451,3.4.25.1
5l5b,X,P22141,3.4.25.1
5l5b,Y,P28062,3.4.25.1
5l5b,Y,P30656,3.4.25.1
5l5b,Z,P20618,3.4.25.1
5l5b,Z,P23724,3.4.25.1
5l5b,a,P30657,3.4.25.1
5l5b,b,P38624,3.4.25.1
5l5d,A,P23639,3.4.25.1
5l5d,B,P23638,3.4.25.1
5l5d,C,P40303,3.4.25.1
5l5d,D,P32379,3.4.25.1
5l5d,E,P40302,3.4.25.1
5l5d,F,P21242,3.4.25.1
5l5d,G,P21243,3.4.25.1
5l5d,H,P25043,3.4.25.1
5l5d,I,P25451,3.4.25.1
5l5d,J,P22141,3.4.25.1
5l5d,K,P28062,3.4.25.1
5l5d,K,P30656,3.4.25.1
5l5d,L,P20618,3.4.25.1
5l5d,L,P23724,3.4.25.1
5l5d,M,P30657,3.4.25.1
5l5d,N,P38624,3.4.25.1
5l5d,O,P23639,3.4.25.1
5l5d,P,P23638,3.4.25.1
5l5d,Q,P40303,3.4.25.1
5l5d,R,P32379,3.4.25.1
5l5d,S,P40302,3.4.25.1
5l5d,T,P21242,3.4.25.1
5l5d,U,P21243,3.4.25.1
5l5d,V,P25043,3.4.25.1
5l5d,W,P25451,3.4.25.1
5l5d,X,P22141,3.4.25.1
5l5d,Y,P28062,3.4.25.1
5l5d,Y,P30656,3.4.25.1
5l5d,Z,P20618,3.4.25.1
5l5d,Z,P23724,3.4.25.1
5l5d,a,P30657,3.4.25.1
5l5d,b,P38624,3.4.25.1
5l5e,A,P23639,3.4.25.1
5l5e,B,P23638,3.4.25.1
5l5e,C,P40303,3.4.25.1
5l5e,D,P32379,3.4.25.1
5l5e,E,P40302,3.4.25.1
5l5e,F,P21242,3.4.25.1
5l5e,G,P21243,3.4.25.1
5l5e,H,P25043,3.4.25.1
5l5e,I,P25451,3.4.25.1
5l5e,J,P22141,3.4.25.1
5l5e,K,P28062,3.4.25.1
5l5e,K,P30656,3.4.25.1
5l5e,L,P20618,3.4.25.1
5l5e,L,P23724,3.4.25.1
5l5e,M,P30657,3.4.25.1
5l5e,N,P38624,3.4.25.1
5l5e,O,P23639,3.4.25.1
5l5e,P,P23638,3.4.25.1
5l5e,Q,P40303,3.4.25.1
5l5e,R,P32379,3.4.25.1
5l5e,S,P40302,3.4.25.1
5l5e,T,P21242,3.4.25.1
5l5e,U,P21243,3.4.25.1
5l5e,V,P25043,3.4.25.1
5l5e,W,P25451,3.4.25.1
5l5e,X,P22141,3.4.25.1
5l5e,Y,P28062,3.4.25.1
5l5e,Y,P30656,3.4.25.1
5l5e,Z,P20618,3.4.25.1
5l5e,Z,P23724,3.4.25.1
5l5e,a,P30657,3.4.25.1
5l5e,b,P38624,3.4.25.1
5l5f,A,P23639,3.4.25.1
5l5f,B,P23638,3.4.25.1
5l5f,C,P40303,3.4.25.1
5l5f,D,P32379,3.4.25.1
5l5f,E,P40302,3.4.25.1
5l5f,F,P21242,3.4.25.1
5l5f,G,P21243,3.4.25.1
5l5f,H,P25043,3.4.25.1
5l5f,I,P25451,3.4.25.1
5l5f,J,P22141,3.4.25.1
5l5f,K,P28062,3.4.25.1
5l5f,K,P30656,3.4.25.1
5l5f,L,P20618,3.4.25.1
5l5f,L,P23724,3.4.25.1
5l5f,M,P30657,3.4.25.1
5l5f,N,P38624,3.4.25.1
5l5f,O,P23639,3.4.25.1
5l5f,P,P23638,3.4.25.1
5l5f,Q,P40303,3.4.25.1
5l5f,R,P32379,3.4.25.1
5l5f,S,P40302,3.4.25.1
5l5f,T,P21242,3.4.25.1
5l5f,U,P21243,3.4.25.1
5l5f,V,P25043,3.4.25.1
5l5f,W,P25451,3.4.25.1
5l5f,X,P22141,3.4.25.1
5l5f,Y,P28062,3.4.25.1
5l5f,Y,P30656,3.4.25.1
5l5f,Z,P20618,3.4.25.1
5l5f,Z,P23724,3.4.25.1
5l5f,a,P30657,3.4.25.1
5l5f,b,P38624,3.4.25.1
5l5h,A,P23639,3.4.25.1
5l5h,B,P23638,3.4.25.1
5l5h,C,P40303,3.4.25.1
5l5h,D,P32379,3.4.25.1
5l5h,E,P40302,3.4.25.1
5l5h,F,P21242,3.4.25.1
5l5h,G,P21243,3.4.25.1
5l5h,H,P25043,3.4.25.1
5l5h,I,P25451,3.4.25.1
5l5h,J,P22141,3.4.25.1
5l5h,K,P28062,3.4.25.1
5l5h,K,P30656,3.4.25.1
5l5h,L,P20618,3.4.25.1
5l5h,L,P23724,3.4.25.1
5l5h,M,P30657,3.4.25.1
5l5h,N,P38624,3.4.25.1
5l5h,O,P23639,3.4.25.1
5l5h,P,P23638,3.4.25.1
5l5h,Q,P40303,3.4.25.1
5l5h,R,P32379,3.4.25.1
5l5h,S,P40302,3.4.25.1
5l5h,T,P21242,3.4.25.1
5l5h,U,P21243,3.4.25.1
5l5h,V,P25043,3.4.25.1
5l5h,W,P25451,3.4.25.1
5l5h,X,P22141,3.4.25.1
5l5h,Y,P28062,3.4.25.1
5l5h,Y,P30656,3.4.25.1
5l5h,Z,P20618,3.4.25.1
5l5h,Z,P23724,3.4.25.1
5l5h,a,P30657,3.4.25.1
5l5h,b,P38624,3.4.25.1
5l5i,A,P23639,3.4.25.1
5l5i,B,P23638,3.4.25.1
5l5i,C,P40303,3.4.25.1
5l5i,D,P32379,3.4.25.1
5l5i,E,P40302,3.4.25.1
5l5i,F,P21242,3.4.25.1
5l5i,G,P21243,3.4.25.1
5l5i,H,P25043,3.4.25.1
5l5i,I,P25451,3.4.25.1
5l5i,J,P22141,3.4.25.1
5l5i,K,P28062,3.4.25.1
5l5i,K,P30656,3.4.25.1
5l5i,L,P20618,3.4.25.1
5l5i,L,P23724,3.4.25.1
5l5i,M,P30657,3.4.25.1
5l5i,N,P38624,3.4.25.1
5l5i,O,P23639,3.4.25.1
5l5i,P,P23638,3.4.25.1
5l5i,Q,P40303,3.4.25.1
5l5i,R,P32379,3.4.25.1
5l5i,S,P40302,3.4.25.1
5l5i,T,P21242,3.4.25.1
5l5i,U,P21243,3.4.25.1
5l5i,V,P25043,3.4.25.1
5l5i,W,P25451,3.4.25.1
5l5i,X,P22141,3.4.25.1
5l5i,Y,P28062,3.4.25.1
5l5i,Y,P30656,3.4.25.1
5l5i,Z,P20618,3.4.25.1
5l5i,Z,P23724,3.4.25.1
5l5i,a,P30657,3.4.25.1
5l5i,b,P38624,3.4.25.1
5l5j,A,P23639,3.4.25.1
5l5j,B,P23638,3.4.25.1
5l5j,C,P40303,3.4.25.1
5l5j,D,P32379,3.4.25.1
5l5j,E,P40302,3.4.25.1
5l5j,F,P21242,3.4.25.1
5l5j,G,P21243,3.4.25.1
5l5j,H,P25043,3.4.25.1
5l5j,I,P25451,3.4.25.1
5l5j,J,P22141,3.4.25.1
5l5j,K,P28062,3.4.25.1
5l5j,K,P30656,3.4.25.1
5l5j,L,P20618,3.4.25.1
5l5j,L,P23724,3.4.25.1
5l5j,M,P30657,3.4.25.1
5l5j,N,P38624,3.4.25.1
5l5j,O,P23639,3.4.25.1
5l5j,P,P23638,3.4.25.1
5l5j,Q,P40303,3.4.25.1
5l5j,R,P32379,3.4.25.1
5l5j,S,P40302,3.4.25.1
5l5j,T,P21242,3.4.25.1
5l5j,U,P21243,3.4.25.1
5l5j,V,P25043,3.4.25.1
5l5j,W,P25451,3.4.25.1
5l5j,X,P22141,3.4.25.1
5l5j,Y,P28062,3.4.25.1
5l5j,Y,P30656,3.4.25.1
5l5j,Z,P20618,3.4.25.1
5l5j,Z,P23724,3.4.25.1
5l5j,a,P30657,3.4.25.1
5l5j,b,P38624,3.4.25.1
5l5o,A,P23639,3.4.25.1
5l5o,B,P23638,3.4.25.1
5l5o,C,P40303,3.4.25.1
5l5o,D,P32379,3.4.25.1
5l5o,E,P40302,3.4.25.1
5l5o,F,P21242,3.4.25.1
5l5o,G,P21243,3.4.25.1
5l5o,H,P25043,3.4.25.1
5l5o,I,P25451,3.4.25.1
5l5o,J,P22141,3.4.25.1
5l5o,K,P28062,3.4.25.1
5l5o,K,P30656,3.4.25.1
5l5o,L,P20618,3.4.25.1
5l5o,L,P23724,3.4.25.1
5l5o,M,P30657,3.4.25.1
5l5o,N,P38624,3.4.25.1
5l5o,O,P23639,3.4.25.1
5l5o,P,P23638,3.4.25.1
5l5o,Q,P40303,3.4.25.1
5l5o,R,P32379,3.4.25.1
5l5o,S,P40302,3.4.25.1
5l5o,T,P21242,3.4.25.1
5l5o,U,P21243,3.4.25.1
5l5o,V,P25043,3.4.25.1
5l5o,W,P25451,3.4.25.1
5l5o,X,P22141,3.4.25.1
5l5o,Y,P28062,3.4.25.1
5l5o,Y,P30656,3.4.25.1
5l5o,Z,P20618,3.4.25.1
5l5o,Z,P23724,3.4.25.1
5l5o,a,P30657,3.4.25.1
5l5o,b,P38624,3.4.25.1
5l5p,A,P23639,3.4.25.1
5l5p,B,P23638,3.4.25.1
5l5p,C,P40303,3.4.25.1
5l5p,D,P32379,3.4.25.1
5l5p,E,P40302,3.4.25.1
5l5p,F,P21242,3.4.25.1
5l5p,G,P21243,3.4.25.1
5l5p,H,P25043,3.4.25.1
5l5p,I,P25451,3.4.25.1
5l5p,J,P22141,3.4.25.1
5l5p,K,P28062,3.4.25.1
5l5p,K,P30656,3.4.25.1
5l5p,L,P20618,3.4.25.1
5l5p,L,P23724,3.4.25.1
5l5p,M,P30657,3.4.25.1
5l5p,N,P38624,3.4.25.1
5l5p,O,P23639,3.4.25.1
5l5p,P,P23638,3.4.25.1
5l5p,Q,P40303,3.4.25.1
5l5p,R,P32379,3.4.25.1
5l5p,S,P40302,3.4.25.1
5l5p,T,P21242,3.4.25.1
5l5p,U,P21243,3.4.25.1
5l5p,V,P25043,3.4.25.1
5l5p,W,P25451,3.4.25.1
5l5p,X,P22141,3.4.25.1
5l5p,Y,P28062,3.4.25.1
5l5p,Y,P30656,3.4.25.1
5l5p,Z,P20618,3.4.25.1
5l5p,Z,P23724,3.4.25.1
5l5p,a,P30657,3.4.25.1
5l5p,b,P38624,3.4.25.1
5l5q,A,P23639,3.4.25.1
5l5q,B,P23638,3.4.25.1
5l5q,C,P40303,3.4.25.1
5l5q,D,P32379,3.4.25.1
5l5q,E,P40302,3.4.25.1
5l5q,F,P21242,3.4.25.1
5l5q,G,P21243,3.4.25.1
5l5q,H,P25043,3.4.25.1
5l5q,I,P25451,3.4.25.1
5l5q,J,P22141,3.4.25.1
5l5q,K,P28062,3.4.25.1
5l5q,K,P30656,3.4.25.1
5l5q,L,P20618,3.4.25.1
5l5q,L,P23724,3.4.25.1
5l5q,M,P30657,3.4.25.1
5l5q,N,P38624,3.4.25.1
5l5q,O,P23639,3.4.25.1
5l5q,P,P23638,3.4.25.1
5l5q,Q,P40303,3.4.25.1
5l5q,R,P32379,3.4.25.1
5l5q,S,P40302,3.4.25.1
5l5q,T,P21242,3.4.25.1
5l5q,U,P21243,3.4.25.1
5l5q,V,P25043,3.4.25.1
5l5q,W,P25451,3.4.25.1
5l5q,X,P22141,3.4.25.1
5l5q,Y,P28062,3.4.25.1
5l5q,Y,P30656,3.4.25.1
5l5q,Z,P20618,3.4.25.1
5l5q,Z,P23724,3.4.25.1
5l5q,a,P30657,3.4.25.1
5l5q,b,P38624,3.4.25.1
5l5r,A,P23639,3.4.25.1
5l5r,B,P23638,3.4.25.1
5l5r,C,P40303,3.4.25.1
5l5r,D,P32379,3.4.25.1
5l5r,E,P40302,3.4.25.1
5l5r,F,P21242,3.4.25.1
5l5r,G,P21243,3.4.25.1
5l5r,H,P25043,3.4.25.1
5l5r,I,P25451,3.4.25.1
5l5r,J,P22141,3.4.25.1
5l5r,K,P28062,3.4.25.1
5l5r,K,P30656,3.4.25.1
5l5r,L,P20618,3.4.25.1
5l5r,L,P23724,3.4.25.1
5l5r,M,P30657,3.4.25.1
5l5r,N,P38624,3.4.25.1
5l5r,O,P23639,3.4.25.1
5l5r,P,P23638,3.4.25.1
5l5r,Q,P40303,3.4.25.1
5l5r,R,P32379,3.4.25.1
5l5r,S,P40302,3.4.25.1
5l5r,T,P21242,3.4.25.1
5l5r,U,P21243,3.4.25.1
5l5r,V,P25043,3.4.25.1
5l5r,W,P25451,3.4.25.1
5l5r,X,P22141,3.4.25.1
5l5r,Y,P28062,3.4.25.1
5l5r,Y,P30656,3.4.25.1
5l5r,Z,P20618,3.4.25.1
5l5r,Z,P23724,3.4.25.1
5l5r,a,P30657,3.4.25.1
5l5r,b,P38624,3.4.25.1
5l5s,A,P23639,3.4.25.1
5l5s,B,P23638,3.4.25.1
5l5s,C,P40303,3.4.25.1
5l5s,D,P32379,3.4.25.1
5l5s,E,P40302,3.4.25.1
5l5s,F,P21242,3.4.25.1
5l5s,G,P21243,3.4.25.1
5l5s,H,P25043,3.4.25.1
5l5s,I,P25451,3.4.25.1
5l5s,J,P22141,3.4.25.1
5l5s,K,P28062,3.4.25.1
5l5s,K,P30656,3.4.25.1
5l5s,L,P20618,3.4.25.1
5l5s,L,P23724,3.4.25.1
5l5s,M,P30657,3.4.25.1
5l5s,N,P38624,3.4.25.1
5l5s,O,P23639,3.4.25.1
5l5s,P,P23638,3.4.25.1
5l5s,Q,P40303,3.4.25.1
5l5s,R,P32379,3.4.25.1
5l5s,S,P40302,3.4.25.1
5l5s,T,P21242,3.4.25.1
5l5s,U,P21243,3.4.25.1
5l5s,V,P25043,3.4.25.1
5l5s,W,P25451,3.4.25.1
5l5s,X,P22141,3.4.25.1
5l5s,Y,P28062,3.4.25.1
5l5s,Y,P30656,3.4.25.1
5l5s,Z,P20618,3.4.25.1
5l5s,Z,P23724,3.4.25.1
5l5s,a,P30657,3.4.25.1
5l5s,b,P38624,3.4.25.1
5l5t,A,P23639,3.4.25.1
5l5t,B,P23638,3.4.25.1
5l5t,C,P40303,3.4.25.1
5l5t,D,P32379,3.4.25.1
5l5t,E,P40302,3.4.25.1
5l5t,F,P21242,3.4.25.1
5l5t,G,P21243,3.4.25.1
5l5t,H,P25043,3.4.25.1
5l5t,I,P25451,3.4.25.1
5l5t,J,P22141,3.4.25.1
5l5t,K,P28062,3.4.25.1
5l5t,K,P30656,3.4.25.1
5l5t,L,P20618,3.4.25.1
5l5t,L,P23724,3.4.25.1
5l5t,M,P30657,3.4.25.1
5l5t,N,P38624,3.4.25.1
5l5t,O,P23639,3.4.25.1
5l5t,P,P23638,3.4.25.1
5l5t,Q,P40303,3.4.25.1
5l5t,R,P32379,3.4.25.1
5l5t,S,P40302,3.4.25.1
5l5t,T,P21242,3.4.25.1
5l5t,U,P21243,3.4.25.1
5l5t,V,P25043,3.4.25.1
5l5t,W,P25451,3.4.25.1
5l5t,X,P22141,3.4.25.1
5l5t,Y,P28062,3.4.25.1
5l5t,Y,P30656,3.4.25.1
5l5t,Z,P20618,3.4.25.1
5l5t,Z,P23724,3.4.25.1
5l5t,a,P30657,3.4.25.1
5l5t,b,P38624,3.4.25.1
5l5u,A,P23639,3.4.25.1
5l5u,B,P23638,3.4.25.1
5l5u,C,P40303,3.4.25.1
5l5u,D,P32379,3.4.25.1
5l5u,E,P40302,3.4.25.1
5l5u,F,P21242,3.4.25.1
5l5u,G,P21243,3.4.25.1
5l5u,H,P25043,3.4.25.1
5l5u,I,P25451,3.4.25.1
5l5u,J,P22141,3.4.25.1
5l5u,K,P28062,3.4.25.1
5l5u,K,P30656,3.4.25.1
5l5u,L,P20618,3.4.25.1
5l5u,L,P23724,3.4.25.1
5l5u,M,P30657,3.4.25.1
5l5u,N,P38624,3.4.25.1
5l5u,O,P23639,3.4.25.1
5l5u,P,P23638,3.4.25.1
5l5u,Q,P40303,3.4.25.1
5l5u,R,P32379,3.4.25.1
5l5u,S,P40302,3.4.25.1
5l5u,T,P21242,3.4.25.1
5l5u,U,P21243,3.4.25.1
5l5u,V,P25043,3.4.25.1
5l5u,W,P25451,3.4.25.1
5l5u,X,P22141,3.4.25.1
5l5u,Y,P28062,3.4.25.1
5l5u,Y,P30656,3.4.25.1
5l5u,Z,P20618,3.4.25.1
5l5u,Z,P23724,3.4.25.1
5l5u,a,P30657,3.4.25.1
5l5u,b,P38624,3.4.25.1
5l5v,A,P23639,3.4.25.1
5l5v,B,P23638,3.4.25.1
5l5v,C,P40303,3.4.25.1
5l5v,D,P32379,3.4.25.1
5l5v,E,P40302,3.4.25.1
5l5v,F,P21242,3.4.25.1
5l5v,G,P21243,3.4.25.1
5l5v,H,P25043,3.4.25.1
5l5v,I,P25451,3.4.25.1
5l5v,J,P22141,3.4.25.1
5l5v,K,P28062,3.4.25.1
5l5v,K,P30656,3.4.25.1
5l5v,L,P20618,3.4.25.1
5l5v,L,P23724,3.4.25.1
5l5v,M,P30657,3.4.25.1
5l5v,N,P38624,3.4.25.1
5l5v,O,P23639,3.4.25.1
5l5v,P,P23638,3.4.25.1
5l5v,Q,P40303,3.4.25.1
5l5v,R,P32379,3.4.25.1
5l5v,S,P40302,3.4.25.1
5l5v,T,P21242,3.4.25.1
5l5v,U,P21243,3.4.25.1
5l5v,V,P25043,3.4.25.1
5l5v,W,P25451,3.4.25.1
5l5v,X,P22141,3.4.25.1
5l5v,Y,P28062,3.4.25.1
5l5v,Y,P30656,3.4.25.1
5l5v,Z,P20618,3.4.25.1
5l5v,Z,P23724,3.4.25.1
5l5v,a,P30657,3.4.25.1
5l5v,b,P38624,3.4.25.1
5l5w,A,P23639,3.4.25.1
5l5w,B,P23638,3.4.25.1
5l5w,C,P40303,3.4.25.1
5l5w,D,P32379,3.4.25.1
5l5w,E,P40302,3.4.25.1
5l5w,F,P21242,3.4.25.1
5l5w,G,P21243,3.4.25.1
5l5w,H,P25043,3.4.25.1
5l5w,I,P25451,3.4.25.1
5l5w,J,P22141,3.4.25.1
5l5w,K,P28074,3.4.25.1
5l5w,K,P30656,3.4.25.1
5l5w,L,P20618,3.4.25.1
5l5w,L,P23724,3.4.25.1
5l5w,M,P30657,3.4.25.1
5l5w,N,P38624,3.4.25.1
5l5w,O,P23639,3.4.25.1
5l5w,P,P23638,3.4.25.1
5l5w,Q,P40303,3.4.25.1
5l5w,R,P32379,3.4.25.1
5l5w,S,P40302,3.4.25.1
5l5w,T,P21242,3.4.25.1
5l5w,U,P21243,3.4.25.1
5l5w,V,P25043,3.4.25.1
5l5w,W,P25451,3.4.25.1
5l5w,X,P22141,3.4.25.1
5l5w,Y,P28074,3.4.25.1
5l5w,Y,P30656,3.4.25.1
5l5w,Z,P20618,3.4.25.1
5l5w,Z,P23724,3.4.25.1
5l5w,a,P30657,3.4.25.1
5l5w,b,P38624,3.4.25.1
5l5x,A,P23639,3.4.25.1
5l5x,B,P23638,3.4.25.1
5l5x,C,P40303,3.4.25.1
5l5x,D,P32379,3.4.25.1
5l5x,E,P40302,3.4.25.1
5l5x,F,P21242,3.4.25.1
5l5x,G,P21243,3.4.25.1
5l5x,H,P25043,3.4.25.1
5l5x,I,P25451,3.4.25.1
5l5x,J,P22141,3.4.25.1
5l5x,K,P28074,3.4.25.1
5l5x,K,P30656,3.4.25.1
5l5x,L,P20618,3.4.25.1
5l5x,L,P23724,3.4.25.1
5l5x,M,P30657,3.4.25.1
5l5x,N,P38624,3.4.25.1
5l5x,O,P23639,3.4.25.1
5l5x,P,P23638,3.4.25.1
5l5x,Q,P40303,3.4.25.1
5l5x,R,P32379,3.4.25.1
5l5x,S,P40302,3.4.25.1
5l5x,T,P21242,3.4.25.1
5l5x,U,P21243,3.4.25.1
5l5x,V,P25043,3.4.25.1
5l5x,W,P25451,3.4.25.1
5l5x,X,P22141,3.4.25.1
5l5x,Y,P28074,3.4.25.1
5l5x,Y,P30656,3.4.25.1
5l5x,Z,P20618,3.4.25.1
5l5x,Z,P23724,3.4.25.1
5l5x,a,P30657,3.4.25.1
5l5x,b,P38624,3.4.25.1
5l5y,A,P23639,3.4.25.1
5l5y,B,P23638,3.4.25.1
5l5y,C,P40303,3.4.25.1
5l5y,D,P32379,3.4.25.1
5l5y,E,P40302,3.4.25.1
